,id,doctor_category,spec,specialities,doctor_specialization,degree,gender,education,education_add,detail_text,Обобщенный_отзыв
263,199644,none,уролог,уролог,УЗД в урологии,none,female,Первый Санкт-Петербургский государственный медицинский университет им. акад. И. П. Павлова (2006),"<ul><li><p>2008 г. – клиническая ординатура по специальности «Урология» на базе СЗГМУ им. И.И.Мечникова;</p></li></ul><p><strong><em>&nbsp;Дополнительное образование:</em></strong></p><ul><li><p>2007 г. – профессиональная переподготовка «Онкоурология», СЗГМУ им. И.И.Мечникова;</p></li><li><p>2007 г. – профессиональная переподготовка «Урогинекология», СЗГМУ им. И.И.Мечникова;</p></li><li><p>2014 г. – «Урология», СЗГМУ им. И.И.Мечникова;</p></li><li><p>2015 г. – «Ультразвуковая диагностика», СЗГМУ им. И.И.Мечникова.</p></li><li><p>2015 г. – профессиональная переподготовка «Ультразвуковая диагностика», СЗГМУ им. И.И.Мечникова;</p></li><li><p>2015 г. – «Энурез у детей. Современные подходы к диагностике и лечению»;</p></li><li><p>2015 г. – «Гипогонадизм. Управление проблемой»;</p></li><li><p>2016 г. – профессиональная переподготовка «Рентгенология», СЗГМУ им. И.И.Мечникова.</p></li></ul>","<p>Специализация:</p><ul><li><p>расстройства мочеиспускания (доброкачественная гиперплазия предстательной железы,&nbsp; недержание мочи у мужчин и женщин, структуры мочеиспускательного канала)&nbsp;</p></li></ul><ul><li><p>эректильная дисфункция (лекарственное)</p></li><li><p>заболевания мочевого пузыря</p></li><li><p>мочекаменная болезнь (камни почек, мочеточников, мочевого пузыря)</p></li></ul>",Отзыв содержит только оценку без текстового комментария.
264,216409,none,уролог,уролог,Онкоуролог,Ph.D.Medicine,male,Казанский государственный медицинский университет (1997),"<ul><li><p>1999 г. – ординатура по специальности ""Урология"", КГМУ</p></li><li><p>2007 г. — защита кандидатской диссертации на тему «Ультразвуковые критерии и эффективности лечения хронического простатита и эректильной дисфункции»</p><p><strong><em>Дополнительное образование:</em></strong></p></li><li><p>2013 г. — «Урология»</p></li><li><p>2018 г. — «Онкология»</p></li><li><p>2018 г. — «Урология»</p></li><li><p>2020 г. — «Ультразвуковая диагностика»</p></li></ul>","<p>Одним из первых в России внедрил лапароскопические методики лечения злокачественных опухолей предстательной железы. Провёл свыше 600 лапароскопических робот-ассистированных радикальных простатэктомий.</p><p>Абдуллин Искандер Ильфакович выполняет урологические операции: генитальная хирургия, ТУР, контактная литотриписия, перкутанная хирургия, нефрэктомия, резекция почки, простатэктомия, пластика ЛМС. Владеет методами: эндоскопия, лапароскопия. Стажировался в США, Германии, Италии, Китае, Чехии. Занимает должность президента Ассоциации молодых урологов России.</p>","Врач, помогающий в решении проблем с мужским здоровьем (подвижность сперматозоидов). Лечение эффективное, позволяет планировать беременность. Также есть отзывы только с оценкой без текста."
265,216409,none,уролог,уролог,Онкоуролог,Ph.D.Medicine,male,Казанский государственный медицинский университет (1997),"<ul><li><p>1999 г. – ординатура по специальности ""Урология"", КГМУ</p></li><li><p>2007 г. — защита кандидатской диссертации на тему «Ультразвуковые критерии и эффективности лечения хронического простатита и эректильной дисфункции»</p><p><strong><em>Дополнительное образование:</em></strong></p></li><li><p>2013 г. — «Урология»</p></li><li><p>2018 г. — «Онкология»</p></li><li><p>2018 г. — «Урология»</p></li><li><p>2020 г. — «Ультразвуковая диагностика»</p></li></ul>","<p>Одним из первых в России внедрил лапароскопические методики лечения злокачественных опухолей предстательной железы. Провёл свыше 600 лапароскопических робот-ассистированных радикальных простатэктомий.</p><p>Абдуллин Искандер Ильфакович выполняет урологические операции: генитальная хирургия, ТУР, контактная литотриписия, перкутанная хирургия, нефрэктомия, резекция почки, простатэктомия, пластика ЛМС. Владеет методами: эндоскопия, лапароскопия. Стажировался в США, Германии, Италии, Китае, Чехии. Занимает должность президента Ассоциации молодых урологов России.</p>","Врач, помогающий в решении проблем с мужским здоровьем (подвижность сперматозоидов). Лечение эффективное, позволяет планировать беременность."
266,37052,high,уролог,"уролог-хирург, андролог, уролог",сексопатология,none,male,Первый Санкт-Петербургский государственный медицинский университет им.акад.И.П.Павлова (1982),"<ul> 	
  <li>2015 г. - повышение квалификации по специальности &quot;Урология&quot;, ПСПбГМУ им.Павлова.</li>
 </ul>","<p style=""text-align: justify;"">Форкампф-Лауэ Михаил Иварович специализируется на лечении таких заболеваний, как цистит (у женщин и мужчин), уретрит, простатит, аденома простаты, гиперплазия предстательной железы и др. Занимается проблемами мужского бесплодия и эректильной дисфункции. Проводит диализ.</p>",Врач хороший! Реально помог при многолетней мочекаменной болезни.
267,226155,high,уролог,"уролог-хирург, андролог, хирург, уролог",УЗИ,D.Medicine,male,Российский национальный исследовательский медицинский университет им. Н.И. Пирогова (1993),<ul><li><p>1995 г. – клиническая ординатура по специальности «Детская хирургия»</p></li></ul>,"<p>Профессор  возглавляет Городской Центр охраны репродуктивного здоровья детей и подростков в Морозовской детской городской клинической больнице.</p><p>Является автором оригинальных методик операций при крипторхизме, водянке оболочек яичка, варикоцеле, сперматоцеле с применением операционного микроскопа и щадящей микрохирургической техники.</p><p>Тарусин Дмитрий Игоревич – признанный в мире и стране эксперт в ультразвуковой диагностике органов репродуктивной системы, предстательной железы, полового члена, органов мошонки у детей и подростков.</p>","Упоминается как профессор, доктор медицинских наук. Информации о качестве приема в отзывах недостаточно."
268,135187,none,уролог,"уролог-хирург, уролог, онкоуролог, андролог",онкология,none,male,Военно-медицинская академия им.С.М.Кирова (2008),"<ul>
	<li style=""text-align: justify;"">2008-2009 гг. - Российская Военно-медицинская академия им С М Кирова, факультет общей хирургии</li>
	<li style=""text-align: justify;"">2009-2011 гг. - Санкт-петербургский государственный медицинский университет, медицинский факультет, клиническая ординатура по урологии</li>
	<li style=""text-align: justify;"">С 2011 года по настоящее время - Медицинская академия последипломного образования, аспирантура на кафедре урологии (Городской онкодиспансер Спб) по специальности : Урология, Онкология</li>
</ul>","<p style=""text-align: justify;"">Понкратов Станислав Викторович владеет современными методами&nbsp;диагностики&nbsp;и лечения&nbsp;урогенитальных инфекций,&nbsp;заболеваний передающихся половым путем,&nbsp;пиелонефритов,&nbsp;цистита. Станислав Викторович осуществляет&nbsp;аппаратное лечение хронического простатита и эректильной дисфункции</p><p style=""text-align: justify;"">Является&nbsp;членом Российского общества онкоурологов, членом европейского общества урологов.&nbsp;</p>","Внимательный врач, оказывающий оперативную и эффективную помощь. Делает операции (удаление камня, андрологические проблемы), которые решают долговременные проблемы."
269,162799,high,уролог,"уролог, андролог, уролог-хирург","онкология, сосудистая хирургия",none,male,Первый Санкт-Петербургский государственный медицинский университет им. акад. И. П. Павлова (2005),"<ul><li><p>2007 г. – ординатура на базе СПб МАПО, кафедра урологии и андрологии</p><p><strong><em>Дополнительное образование:</em></strong></p></li><li><p>«Андрология, сексуальные расстройства и их хирургическое лечение»</p></li><li><p>«Уроонкология»</p></li><li><p>«Основы сосудистой и микрососудистой хирургии»</p></li></ul>","<p style=""text-align: justify;"">Иван Сергеевич занимается лечением эректильной дисфункции, преждевременного семяизвержения, бесплодия у мужчин, инфекций мочевых путей, воспалительных заболеваний мочеполовых органов, а также ЗППП. Выполняет обрезание крайней плоти полового члена, пластику уздечки полового члена. Совместно с гинекологом осуществляет наблюдение семейных пар.</p>",нет отзыва
270,233849,none,уролог,"уролог, дерматолог, дерматовенеролог, андролог",дерматоонколог,Ph.D.Medicine,female,Российский национальный исследовательский медицинский университет им. Н. И. Пирогова (1989),"<ul><li><p>1991 г. – аспирантура по специальности «Дерматовенерология» на базе Центрального научно-исследовательского кожно-венерологический института, Научно-исследовательского онкологического института им. Блохина</p></li><li><p>1996 – диплом по специальности  «Дерматовенерология» на базе Центрального военного госпиталя им. Бурденко</p></li><li><p>2005 г. - специализация по урологии</p></li><li><p>2015 г. - интернатура по специальности ""Онкология""</p></li></ul>","<p>Опытный специалист, диагностирует и лечит следующие заболевания:</p><ul><li><p>злокачественные новообразования;</p></li><li><p>мочекаменную болезнь;</p></li><li><p>аденому простаты;</p></li><li><p>простатит;</p></li><li><p>уретрит;</p></li><li><p>цистит;</p></li><li><p>ИППП и др.</p></li></ul>",Отзывы содержат только оценку без текстового комментария.
271,225405,none,уролог,"уролог, онколог, андролог",УЗИ,D.Medicine,male,Российский национальный исследовательский медицинский университет им. Н. И. Пирогова (1973),"<ul> 
  <li>1978 г. — ординатура по специальности «Урология» на базе  Городской клинической больницы №67 г. Москвы. </li>
 
  <li>1986 г. — аспирантура по специальности «Урология» на базе Научно-исследовательского института урологии им. Н.А. Лопаткина.</li>
 
  <li>1986 г. — защита кандидатской диссертации по теме «Состояние почек и верхних мочевых путей у больных с хроническим простатитом». </li>
 
  <li>2009 г. — докторантура на базе НИИ урологии им. Н.А.Лопаткина.  </li>
 
  <li>2009 г. — защита докторской диссертации по теме «Оптимизация ранней диагностики заболеваний предстательной железы».</li>
 </ul>",<p>Врач скончался.</p>,нет отзыва
272,132190,high,гинеколог,физиотерапевт,"акушер-гинеколог, физиотерапевт, медицинская реабилитация",Ph.D.Medicine,female,Первый Санкт-Петербургский государственный медицинский университет им. акад. И. П. Павлова (1983),<ul><li><p>1987 г. — клиническая ординатура по специальности «Акушерство и гинекология» на базе ПСПбГМУ им. акад. И.П. Павлова</p></li><li><p>2004 г. — аспирантура в ПСПбГМУ им. акад. И. П. Павлова</p></li><li><p>2011 г. — профессиональная переподготовка по программе «Физиотерапия» на базе ВМА им. С. М. Кирова</p></li></ul>,"<p>Доцент&nbsp;кафедры курортологии и физиотрепии в Военно-медицинской&nbsp;академии&nbsp;им. С.М.Кирова.</p><p>Кондрина Елена Федоровна проводит прегравидарную подготовку к ЭКО, восстановление после родов при помощи методик физиотерапии.</p><p>Консультирует по всем видам физиотеапевтической помощи.</p>",нет отзыва
273,158032,high,другое,физиотерапевт,гирудотерапевт,none,female,Санкт-Петербургский государственный педиатрический медицинский университет (1999),"<ul><li><p>2006 г. — ординатура по специальности «Физиотерапия», СЗГМУ им. И.И. Мечникова.</p></li></ul><p><strong><em>Курсы повышения квалификации:</em></strong></p><ul><li><p>«Внутритканевая электростимуляция по методу профессора А.А. Герасимова»;</p></li><li><p>«Озонотерапия»; </p></li><li><p>«Гирудотерапия».</p></li></ul>","<p>Доктор ведёт приём взрослых и детей с рождения, занимается лечением следующих заболеваний: суставов, легочных заболеваний, сосудистых патологий, невропатий, последствий травм. Применяет следующие методы физиотерапии: магнитотерапия, лазеротерапия, воздействие токами, электрофорез, криотерапия.</p><p>Также Гаркуша Надежда Владимировна владеет методиками лечения пиявками и преформированными физическими факторами.</p>",Очень приятный специалист.
274,214976,high,другое,физиотерапевт,"озонотерапия, гирудотерапия",D.Medicine,male,Первый Московский государственный медицинский университет имени И. М. Сеченова (2004),"<h4>Повышение квалификации</h4>

<ul>
	<li>2007 г. &mdash; &laquo;Медицинский массаж&raquo;.</li>
	<li>2007 г.&nbsp;&mdash; &laquo;Мезотерапия&raquo;.</li>
	<li>2008 г.&nbsp;&mdash; &laquo;Гирудотерапия&raquo;.</li>
</ul>","<p style=""text-align: justify;""> Александр Робертович оказывает следующие услуги детям и взрослым:</p><ul><li style=""text-align: justify;"">электротерапия</li><li style=""text-align: justify;"">лазеротерапия</li><li style=""text-align: justify;"">УЗ-терапия и др.</li></ul><p style=""text-align: justify;"">Состоит в Российском обществе врачей Восстановительной Медицины Росздрава, имеет патент на изобретение &laquo;Комплексное применение мезотерапии и миостимуляции при коррекции возрастных изменений кожи лица&raquo;, защитил докторскую диссертацию, является автором 70 публикаций в различных изданиях, 24 из них в журналах ВАК.</p>",Отличный врач.
275,358595,high,хирург,"флеболог-хирург, флеболог",врач УЗИ,Ph.D.Medicine,male,"Казанский государственный медицинский университет, диплом с отличием (2001)","<ul><li><p>2002 г. — Интернатура по специальности «Хирургия» на базе РКБ</p></li></ul><ul><li><p>2004 г. — Ординатура по специальности «Хирургия»&nbsp;на базе РКБ.</p></li><li><p>2006 г. — защита кандидатской диссертации на тему «Эффективность применения ксимедона и озонотерапии при комплексном лечении больных с декомпенсированными формами хронической венозной недостаточности нижних конечностей».</p></li></ul><p><strong><em>Дополнительное образование:</em></strong></p><ul><li><p>2011, 2016 гг. — «Ультразвуковая диагностика», КГМА</p></li><li><p>2016 г. — «Сердечно-сосудистая хирургия», КГМА</p></li></ul>","<p>Занимается диагностикой и лечением варикозной болезни, включая хроническую венозную недостаточность, тромбофлебит, посттромбофлебитический синдром, венозные трофические язвы, лимфостаз, а также другие сосудистые заболевания и др.</p><p>Михаил Викторович проводит сбор анамнеза, физикальное обследование, ультразвуковую допплерографию вен, а также интерпретацию результатов исследований. Владеет методами эндовенозной лазерной коагуляции, склеротерапии, минифлебэктомии и классической флебэктомии, что позволяет эффективно решать проблемы пациентов.</p><p>Автор 35 научных работ, посвященных вопросам флебологии, реконструктивной и пластической хирургии. Член Европейского общества сосудистых хирургов и экспертной группы Минздрава РТ по разработке стандартов лечения.</p>",нет отзыва
276,135132,none,хирург,"флеболог, сосудистый хирург, ангиолог",ультразвуковая диагностика,none,male,Санкт-Петербургский государственный медицинский университет им. акад. И.П. Павлова (2010),"<ul><li><p>2011 г. — интернатура по специальности «Хирургия» («Флебология») на базе ПСПбГМУ им. акад. И.П. Павлова;</p></li><li><p>2013 г. — ординатура по специальности «Сердечно-сосудистая хирургия» на базе ФГБУ ФМИЦ им. В.А. Алмазова;</p></li><li><p>По н.в. — аспирантура по специальности «Сердечно-сосудистая хирургия» на базе ФГБУ ФМИЦ им. В.А. Алмазова</p></li></ul><p><strong><em>Дополнительное образование:</em></strong></p><ul><li><p>«Эндоскопия и эндовидеохирургия», ПСПбГМУ им. акад. И.П. Павлова;</p></li><li><p>«Клиническая эхокардиография», «Клиническая электрокардиография с углубленным изучением нарушения сердечного ритма и проводимости», СЗГМУ им. И.И. Мечникова;</p></li><li><p>«Эндовенозная лазерная облитерация в хирургическом лечении заболеваний вен нижних конечностей», НМХЦ им. Н.И. Пирогова;</p></li><li><p>«Основы проведения клинических и экспериментальных исследований», МИЦ им В.А. Алмазова</p></li></ul>","<p>Занимается диагностикой и лечением заболеваний вен нижних конечностей: варикозная болезнь, тромбозы, тромбофлебиты, посттромботическая болезнь, трофические язвы, боли и отёки, венозный дерматит, атеросклероз артерий. </p><p>Константин Евгеньевич владеет методами склеротерапии и лазерной облитерации. </p><p>Выполняет операции: эндовенозная лазерная облитерация вен, минифлебэктомия, пенная склеротерапия, склеротерапия ретикулярных вен и телеангиоэктазий, трансдермальное лазерное удаление сосудистых звёздочек.</p>",нет отзыва
277,33267,none,хирург,"флеболог, флеболог-хирург",лапароскопия,Ph.D.Medicine,male,Первый Санкт-Петербургский государственный медицинский университет им. акад. И.П. Павлова (1986),,"<p>Профессиональные интересы: лапароскопическая хирургия; флебология - лазерные методики в лечении хронических заболеваний вен, внутрипросветная эндоскопия</p>","Врач, делающий операции (минифлебэктомию) ""без сучка без задоринки""."
278,23369,high,лор,"фониатр, ЛОР",Автор более 30 научных работ в области лечения Лор заболеваний. Член Национальной медицинской ассоциации отоларингологов России,Ph.D.Medicine,female,Санкт-Петербургский государственный педиатрический медицинский университет (2006),,"<p>Специализация доктора — профилактика и лечение заболеваний голосового аппарата. Ведёт приём пациентов с такими симптомами, как:</p><ul><li><p>боль при голосообразовании и/или приёме пищи;</p></li><li><p>кашель;</p></li><li><p>охриплость;</p></li><li><p>слабость и потеря голоса.</p></li></ul>",нет отзыва
279,7589,first,хирург,хирург,"уролог-андролог, врач УЗД",none,male,Санкт-Петербургский государственный педиатрический медицинский университет (2007),"<ul><li><p>2008 г. — магистратура по специальности «Педиатрия», СЗГМУ им. И.И. Мечникова&nbsp;</p></li><li><p>2010 г. — интернатура по специальности «Детская хирургия» на базе СЗГМУ им. И.И. Мечникова&nbsp;</p></li><li><p>2013 г. — ординатура по специальности «Детская хирургия» на базе СПбГПМУ&nbsp;</p></li><li><p>2015 г. — профессиональная переподготовка по специальности «Ультразвуковая диагностика» на базе СПбГПМУ&nbsp;</p></li><li><p>2016 г. — профессиональная переподготовка по специальности «Детская урология-андрология» на базе СПбГПМУ</p></li></ul><p>Дополнительное образование:</p><ul><li><p>2010 г. - Санкт-Петербургский государственный педиатрический медицинский университет (СПбГПМУ), повышение квалификации, цикл «Детская лапароскопическая хирургия», кафедра детской хирургии педиатрического факультета</p></li><li><p>2014 г. - Aesculap Akademie, мастер-класс «Advanced Minimally Invasive Pediatric Surgery», Берлин, Германия</p></li><li><p>2014 г. - Federico II University, хирург по обмену под патронажем Европейской ассоциации детских хирургов, Неаполь, Италия</p></li><li><p>2014 г. - мастер-класс под эгидой Европейской ассоциации детских хирургов «Advanced Course Laparoscopic Neonatal Surgery», Неаполь, Италия</p></li><li><p>2014 г. - мастер-класс под эгидой Европейской ассоциации детских хирургов «Advanced Course Videosurgery in Pediatric Urology», Неаполь, Италия</p></li><li><p>2014 г. - конференция под эгидой Европейской ассоциации детских хирургов «Masterclass in Neonatal Surgery», Неаполь, Италия</p></li><li><p>2015 г. -«International hands-on in Neonatal surgery», Брага, Португалия</p></li></ul>","<p>Талантливый хирург, оказывающий помощь взрослым и детям с различными заболеваниями. Ти Роман Андриянович проводит диагностику, назначает необходимое лечение, проводит операции и занимается послеоперационным наблюдением за пациентами. Доктор выполняет такие виды операций, как:</p><ul><li><p>оперативные вмешательства у новорожденных и недоношенных детей, в том числе с пороками развития;</p></li><li><p>плановые операции на органах брюшной и грудной полости;</p></li><li><p>экстренные операции;</p></li><li><p>малоинвазивные вмешательства (лапароскопия, торакоскопия);</p></li><li><p>удаление новообразований кожи, в том числе с использованием радиоволновой хирургии;</p></li><li><p>лечение ран и ожогов.</p></li></ul><p>Роман Андриянович регулярно проходит курсы повышения квалификации, обучался и практиковался в России, Германии, Италии и Португалии. Обладает навыками проведения ультразвуковой диагностики.&nbsp;Владеет английским языком.</p>","Врач с исключительным человеческим отношением, проявляет понимание и профессионализм в сложных ситуациях. Пациенты выражают огромную благодарность за помощь."
280,195786,none,хирург,хирург,"Биопсия щитовидной железы, биопсия молочной железы",none,male,Северо-Западный государственный университет им. И. И. Мечникова (2001),"<p><strong><em>Дополнительное образование:</em></strong></p><ul><li><p>2003 г. – «Хирургия», СЗГМУ им. И.И. Мечникова</p></li><li><p>2003 г. – «Торакальная хирургия»,</p></li><li><p>2008&nbsp;г. – «Хирургия», СПБМАПО</p></li><li><p>2008&nbsp;г. – «Флебология»,&nbsp;СПБМАПО</p></li><li><p>2013&nbsp;г. – «Хирургия», СЗГМУ им. И.И. Мечникова</p></li></ul>","<p>Проводит следующие манипуляции: вскрытие гнойников и абсцессов различной локализации, лапаро и торакоцентез, удаление вросших ногтей, удаление доброкачественных опухолей кожи, пластика местными тканями и сетчатым протезом, холецистэктомия, флебэктомия,&nbsp;склерозирование. Осуществляет тонкоигольнаую аспирационную&nbsp;биопсию&nbsp;в диагностике образований щитовидной и молочных желез.&nbsp;</p>","Врач, внушающий доверие. Ответил на вопросы, операция прошла хорошо, ранка заживает нормально."
281,216289,none,хирург,хирург,флеболог,Ph.D.Medicine,female,Российский национальный исследовательский медицинский университет им. Н.И. Пирогова (2002),"<ul><li><p>2004 г. - Клиническая&nbsp;ординатура&nbsp;по специальности ""Хирургия"", РНЦХ им. академика Б.В. Петровского</p></li><li><p>2004 г. - Аспирантура&nbsp;по специальности ""Хирургия"", РНЦХ им. академика Б.В. Петровского</p></li><li><p>2009, 2012 г. - Курсы повышения квалификации по специальности ""Хирургия"", ГБУЗ МО Моники им М.Ф. Владимирского</p></li><li><p>2019 г. - Сертификационный цикл по специальности ""Хирургия"", МОНИКИ</p></li><li><p>2020 г. - Повышение квалификации ""Острая и хроническая венозная недостаточность"", Федеральный научно клинический центр специализированных видов медицинской помощи и медицинских технологий ФМБА</p></li></ul>","<p>Татьяна Георгиевна в качестве&nbsp;врача-хирурга&nbsp;проводит консультации пациентов по поводу любой хирургической патологии и занимается проведением амбулаторных операций:</p><ul><li><p>местная анестезия, в том числе проводниковая;</p></li><li><p>удаление инородных тел мягких тканей;</p></li><li><p>операции по поводу вросшего ногтя;</p></li><li><p>матриксэктомия;</p></li><li><p>удаление накожных/подкожных доброкачественных образований радиоволновым аппаратами Сургитрон и Фотек и классическим(скальпелем) методом;</p></li><li><p>иссечение атером;</p></li><li><p>иссечение липом;</p></li><li><p>биопсия кожи и слизистой;</p></li><li><p>оперативное лечение гнойно-воспалительных процессов (вскрытие фурункулов, абсцессов);</p></li><li><p>наложение швов и первичная хирургическая обработка при ранах любой локализации;</p></li><li><p>лечение ожогов;</p></li><li><p>предоперационное обследование перед проведением различных операций.</p></li></ul>",нет отзыва
282,219848,high,хирург,хирург,онкология,Ph.D.Medicine,male,Ереванский государственный медицинский университет имени Мхитара Гераци (1998),,"<p> Амаяк Арменович владеет основными видами оперативного лечения заболеваний органов брюшной, грудной полости. Основная направленность работы: операции на щитовидной, паращитовидной и молочной железах. За качество проведенных оперативных вмешательств и лечебных мероприятий отмечен благодарностями и грамотами от Мэра г. Москвы, Государственной Думы РФ, секретариата штата «Georgia» США.</p>","Один из лучших врачей, в профессионализме которого уверены. Выражают благодарность за помощь."
283,233347,none,хирург,хирург,УЗИ суставов,none,male,Московский государственный медико-стоматологический университет им. А.И. Евдокимова (2011),"<ul><li><p>2013 г. – ординатура по специальности «Хирургия»</p></li></ul><p><strong><em>Повышение квалификации:</em></strong></p><ul><li><p>2018 г. – «Хирургия», ПИМУ</p></li><li><p>2020 г. – «Ультразвуковой диагностики»</p></li><li><p>2020 г. – «Сердечно-сосудистой хирургии»</p></li><li><p>2021 г. – «Эндовенозная лазерная облитерация», Мастерская глубокого обучения «Антирефлюкс» </p></li><li><p>2021 г. – «Сердечно-легочная реанимация», Приволжский исследовательский медицинский университет</p></li></ul>","<p>Ведет амбулаторный хирургический прием. В условиях клиники выполняет:</p><ul><li><p>удаление и лечение: липом, атером, гигром;</p></li><li><p>удаление бородавок, мозолей стоп, &nbsp;подошвенных бородавок;</p></li><li><p>вскрытие фурункулов;</p></li><li><p>лечение, удаление и коррекция вросших ногтей, установка скоб Фрейзра;</p></li><li><p>снятие послеоперационных швов;</p></li><li><p>постановка &nbsp;блокады: паравертебральные, суставные , лечение пяточных шпор блокадами;</p></li><li><p>внутрисуставные инъекции;</p></li><li><p>PRP: плазмотерапия суставов;</p></li><li><p>циркумцизия - процедура иссечения крайней плоти полового члена.</p></li></ul><p>Мохсен Шериф Али Мубарак выполняет исследования:</p><ul><li><p>УЗИ плечевого сустава</p></li><li><p>УЗИ тазобедренного сустава</p></li><li><p>УЗИ коленного сустава</p></li><li><p>УЗИ голеностопного сустава</p></li></ul>",нет отзыва
284,49660,high,травматолог,"хирург-ортопед, травматолог-ортопед, травматолог, ортопед, хирург-травматолог","микрохирургия, эндопротезирование",Ph.D.Medicine,male,Северный государственный медицинский университет (1980),,"<p style=""text-align: justify;"">Лушников Сергей Петрович имеет большой опыт хирургического лечения больных с травмами кисти и их последствиями, а также с заболеваниями верхней конечности. Доктор осуществляет полный спектр хирургических вмешательств, в том числе с использованием микрохирургической техники при отрывах конечностей, повреждениях сосудов, нервных пучков, сухожилий.</p><p style=""text-align: justify;"">Сергей Петрович является автором 32 научных работ, одной медицинской технологии, а также 5 изобретений, подтвержденных патентами РФ.</p>","Внимательный доктор, помог разобраться с посттравматическими проблемами. Пациенты хотели бы больше таких специалистов. В другом отзыве также отмечается, что врач разобрался в проблеме и помог ее решить."
285,61428,none,хирург,"хирург-проктолог, хирург, проктолог","абдоминальная, эндокринная, лапароскопическая хирургия, онкология",none,male,Северо-Западный государственный медицинский университет им. И. И. Мечникова (1997),"<ul><li><p>Клиническая ординатура по хирургии, СПбГПМУ.</p></li><li><p>Первичная специализация по колопроктологии, онкологии.</p></li></ul>","<p>Специализация доктора:</p><ul><li><p>колопроктология;</p></li></ul><ul><li><p>гнойная хирургия;</p></li><li><p>хирургия мягких тканей.</p></li></ul><p>Проводит лигирование геморроидальных узлов, геморроидэктомию.</p>",нет отзыва
286,49682,high,травматолог,"хирург-травматолог, ортопед, травматолог, травматолог-ортопед, хирург-ортопед",артроскопия,Ph.D.Medicine,male,Первый Санкт-Петербургский государственный медицинский университет им.акад.И.П.Павлова (1997),,"<p>Член Российского Артроскопического Общества, член Общества травматологов-ортопедов СПб</p>",нет отзыва
287,49561,none,хирург,"хирург, абдоминальный хирург, торакальный хирург",амбулаторно не консультирует,none,male,Северо-Западный государственный медицинский университет им.И.И.Мечникова (2004),,"<p>Владеет широким спектром операций на органах брюшной полости и грудной клетки, техникой эндовидеохирургических вмешательств</p>",нет отзыва
